Age,Education,Marital Status,Parental_Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total_Promo,NumWebVisitsMonth
49,2,0,1,1,32952.0,55,4935,36,38,0,12,3,1,1,2,0,3,1,0,7
57,4,1,1,1,53374.0,1064,5084,34,896,10,101,13,10,34,4,2,9,6,1,9
67,2,1,1,1,71706.0,1443,4995,16,931,56,253,91,81,14,9,5,7,4,0,5
38,2,1,0,0,68487.0,1366,4934,48,758,12,385,33,81,89,9,7,13,1,0,4
51,3,1,1,2,53253.0,436,4641,61,216,9,57,20,9,125,4,3,5,7,0,5
53,1,0,1,1,31163.0,38,4538,54,2,3,10,11,2,10,1,0,3,1,0,6
49,2,1,1,1,42014.0,436,5083,56,244,15,108,4,15,50,7,1,6,6,0,8
53,3,1,1,2,54108.0,747,5181,74,539,6,91,8,6,97,8,2,9,13,0,8
71,4,0,0,0,49667.0,1396,5080,35,1181,26,120,17,13,39,5,10,5,2,1,8
52,3,1,0,0,63206.0,928,4503,65,750,8,125,11,8,26,4,3,6,1,1,2
54,3,1,1,2,57136.0,642,4697,48,306,5,109,21,81,92,5,2,10,9,0,6
51,1,1,1,1,46772.0,1048,5120,88,350,81,189,120,81,57,11,8,5,6,1,8
55,4,1,0,0,78931.0,943,4649,19,331,81,170,58,81,35,2,8,13,1,0,1
68,2,1,1,1,53977.0,907,4729,21,620,16,165,0,24,82,5,5,12,5,0,5
38,2,1,0,0,84219.0,1198,4549,27,434,81,400,45,81,45,3,4,10,1,0,1
51,3,0,1,2,46098.0,120,5082,86,57,0,27,0,0,36,3,2,2,4,0,8
61,2,1,1,1,73538.0,1658,4983,92,811,76,428,99,81,107,10,4,9,3,0,7
40,2,1,0,0,79529.0,1638,4465,1,423,42,556,73,81,126,4,8,9,1,0,2
49,1,1,0,0,20981.0,73,4827,14,2,12,10,6,13,30,3,1,2,1,0,8
46,2,0,1,1,51766.0,275,4275,74,60,51,87,6,20,51,4,2,4,2,0,5
64,2,1,1,1,55759.0,854,4980,84,675,0,85,10,7,77,10,3,8,5,0,8
48,2,1,1,1,33039.0,78,4695,4,30,8,12,8,8,12,2,0,4,1,0,5
54,3,1,1,1,37787.0,106,4684,50,40,1,40,4,3,18,3,0,3,1,0,8
56,2,0,1,1,27242.0,106,4997,2,3,17,26,20,1,39,2,0,3,2,0,9
43,4,0,0,0,87188.0,1923,4882,73,910,81,556,49,74,55,10,2,6,1,0,3
55,2,1,0,0,69930.0,1662,4801,21,252,81,556,120,70,126,4,5,12,1,0,3
50,2,0,1,1,37697.0,84,4399,82,34,6,21,11,4,8,2,1,3,1,0,6
53,4,1,1,1,37401.0,48,4426,14,19,3,19,3,1,3,2,0,3,2,0,7
53,2,0,1,1,3502.0,5,4844,56,2,1,1,0,0,1,0,0,0,0,0,14
50,2,1,1,2,58597.0,733,4988,20,490,0,184,10,28,21,7,4,9,12,0,7
78,4,0,0,0,82032.0,1234,4458,54,332,81,377,120,81,57,4,6,7,0,0,1
68,2,1,1,2,28087.0,112,4996,77,53,8,17,13,0,21,2,2,2,3,0,7
39,4,0,0,0,74004.0,1658,4527,5,784,48,556,42,81,48,4,6,4,1,2,3
66,2,1,1,1,19740.0,55,4864,65,7,11,3,10,4,20,1,1,3,2,0,5
51,1,1,1,1,57036.0,1513,4996,33,1171,43,219,19,14,47,6,3,13,4,1,9
68,1,1,1,2,53083.0,271,4812,65,215,7,33,3,0,13,5,1,5,6,1,7
51,4,1,1,1,69283.0,904,4417,41,674,62,134,0,26,8,7,3,13,4,0,5
51,3,0,1,2,46098.0,120,5082,86,57,0,27,0,0,36,3,2,2,4,0,8
38,1,1,1,1,23331.0,103,5213,92,5,36,7,0,10,45,3,0,3,2,0,8
38,1,0,1,1,23331.0,269,5182,97,104,20,101,24,15,5,5,1,5,6,0,9
37,2,0,1,1,9255.0,22,4593,91,9,0,7,2,0,4,1,1,2,1,0,8
67,4,0,0,0,67786.0,1156,4754,0,431,81,441,80,20,102,3,6,6,1,0,1
55,4,1,1,1,71969.0,1086,5023,59,1000,0,76,0,0,10,3,4,9,3,1,8
59,3,0,1,1,59235.0,1128,4612,4,448,40,469,80,0,91,11,2,12,3,0,7
37,2,1,1,1,31928.0,72,4495,5,33,4,24,4,2,5,3,0,4,2,0,7
65,3,1,1,2,74881.0,964,4732,48,505,72,270,36,27,54,9,2,12,4,0,5
48,2,1,0,0,65819.0,1383,4979,99,267,38,556,120,81,63,5,4,10,1,0,3
73,4,0,1,3,51411.0,18,4801,81,14,0,3,0,0,1,0,0,3,1,0,5
62,2,0,1,1,51983.0,793,5069,95,631,0,115,10,7,30,9,2,10,3,0,7
40,3,1,1,1,42386.0,100,4934,43,65,4,16,0,4,11,3,0,3,1,0,8
39,1,1,0,0,30390.0,80,4907,5,10,12,12,25,1,20,2,0,3,1,0,6
63,2,0,0,0,30983.0,167,5058,50,51,4,50,12,1,49,4,0,3,1,0,8
69,2,0,1,1,66033.0,677,4927,76,293,35,179,46,59,65,8,3,7,2,0,7
51,1,1,1,2,37284.0,23,4859,46,11,1,2,2,1,6,0,0,3,1,0,6
75,3,0,1,1,57530.0,92,4603,68,50,1,27,6,7,1,1,1,4,1,0,1
61,1,1,0,0,76800.0,641,4367,33,173,26,255,35,71,81,4,4,7,1,0,1
70,2,1,1,1,63943.0,1106,5273,50,423,81,368,13,81,21,6,4,6,1,0,5
64,2,1,0,0,76081.0,1033,4439,85,292,30,415,63,33,126,4,5,4,1,1,2
52,2,1,1,1,67445.0,1174,4970,63,757,80,217,29,80,11,9,6,12,5,0,6
59,3,1,1,2,37054.0,25,4689,89,12,1,6,0,1,5,1,0,3,2,0,7
64,3,1,1,2,47175.0,240,5011,81,167,2,44,6,2,19,4,2,4,7,1,8
50,2,0,1,1,31859.0,20,4782,77,3,1,3,8,0,5,1,0,2,1,0,7
65,2,0,1,3,27215.0,102,4924,50,30,5,22,8,9,28,2,1,4,4,0,6
50,4,0,1,1,70179.0,1034,4745,10,532,81,168,69,44,126,7,3,13,3,0,5
43,2,1,1,1,39922.0,156,4902,30,29,12,59,19,1,36,3,0,4,2,0,8
50,3,1,1,2,49681.0,458,4846,66,411,0,26,0,0,21,7,1,7,6,0,7
38,2,1,1,1,24645.0,17,5302,16,5,3,4,4,1,0,1,0,2,1,0,8
72,2,0,1,1,79865.0,792,4413,12,71,81,278,120,81,38,5,10,5,1,0,1
41,2,1,1,1,44322.0,92,4415,30,46,0,40,3,0,3,3,0,3,2,0,8
74,2,0,1,1,47958.0,407,4928,8,268,11,88,15,3,22,6,3,5,2,0,5
62,3,0,1,1,63972.0,1269,5270,93,928,63,254,0,12,12,5,4,10,4,1,4
72,2,1,1,1,75315.0,841,4477,14,459,15,171,120,23,31,5,4,12,2,0,2
76,4,1,1,2,55517.0,633,5042,53,483,0,108,0,6,36,11,1,6,5,0,9
69,4,1,1,3,75283.0,1019,4861,26,733,9,180,12,19,66,6,3,5,11,0,4
80,4,0,0,0,82800.0,1315,4984,23,1006,22,115,59,68,45,7,6,12,1,2,3
72,2,1,1,2,38998.0,54,5242,92,34,1,14,0,0,5,2,0,3,3,0,8
35,3,0,0,0,90638.0,2510,4538,29,1156,81,556,94,81,96,3,4,10,1,1,1
40,3,1,1,1,27161.0,52,4646,41,7,4,23,7,0,11,1,0,3,1,0,7
49,2,1,1,1,42014.0,436,5083,56,244,15,108,4,15,50,7,1,6,6,0,8
66,4,1,1,1,38201.0,268,4859,19,233,0,23,0,0,12,5,1,5,4,0,8
44,2,1,1,2,45203.0,147,4500,4,35,3,67,10,8,24,3,1,3,1,0,6
79,4,1,0,0,81574.0,1798,4464,89,1225,0,465,46,35,0,4,5,8,1,2,1
34,2,1,0,0,34935.0,137,4775,71,34,4,66,3,10,20,2,1,4,1,0,7
50,3,0,1,1,60482.0,507,4924,81,255,43,134,37,14,24,7,2,7,1,0,7
70,2,1,1,3,34633.0,15,4559,31,8,1,5,0,0,1,1,0,2,1,0,6
79,3,1,0,0,78093.0,1105,4631,53,368,32,556,13,43,10,4,7,5,1,0,1
76,2,0,0,0,82460.0,974,4904,78,255,47,556,52,32,15,5,3,6,1,0,1
60,3,1,1,1,45903.0,66,4469,80,33,8,10,2,10,3,2,1,3,2,0,4
39,2,0,0,0,81361.0,778,4526,18,163,23,424,27,65,76,3,10,13,1,0,1
53,4,0,1,2,35860.0,49,4443,37,15,0,8,4,2,20,1,1,2,2,1,5
74,3,1,1,2,40442.0,169,5081,52,45,12,52,25,22,13,3,1,4,4,0,7
61,2,1,0,0,61482.0,299,4404,39,48,58,68,16,66,43,3,2,6,1,0,2
46,2,1,1,1,34968.0,221,4670,11,158,6,45,8,2,2,3,2,5,7,0,7
39,2,1,0,0,75794.0,1682,4589,33,754,81,556,63,32,48,7,5,12,1,1,3
64,4,1,1,1,31497.0,155,5149,22,108,1,28,13,1,4,3,1,4,2,0,8
71,2,1,0,0,74268.0,892,4902,83,199,66,315,97,81,41,4,3,5,1,0,2
38,0,1,1,1,13724.0,58,5069,43,2,7,5,2,15,27,2,0,2,1,1,9
61,3,1,1,1,45143.0,311,4709,74,202,5,74,11,5,14,6,1,5,3,0,7
59,4,0,1,1,52569.0,95,4458,54,85,0,3,0,0,7,2,0,4,1,0,3
53,4,0,1,1,48432.0,424,5021,3,322,3,50,4,3,42,7,1,6,5,0,8
66,3,1,1,2,17144.0,47,4536,96,18,2,19,0,2,6,3,0,4,5,0,7
42,2,0,1,1,36108.0,339,4659,68,141,8,129,3,11,47,7,1,4,3,1,9
55,2,1,1,1,76445.0,1410,5041,2,739,81,309,120,80,35,2,5,13,1,0,6
51,4,1,1,1,36663.0,35,4467,40,18,0,6,3,3,5,1,1,3,1,0,2
61,3,1,1,1,53843.0,562,4769,64,378,0,88,19,4,73,8,5,3,4,0,7
70,3,1,0,0,90226.0,2352,5043,26,1083,81,556,120,81,108,4,7,12,1,1,2
71,3,0,0,0,70638.0,1334,4941,69,1016,12,215,16,12,63,4,5,10,1,1,3
66,2,1,1,2,44512.0,32,4705,57,23,1,6,0,0,2,1,0,3,2,0,4
65,2,1,1,2,27116.0,41,4548,78,12,1,21,2,2,3,2,0,3,2,0,7
63,4,1,1,2,54072.0,39,4739,71,35,0,4,0,0,0,2,0,2,1,0,8
49,2,1,1,1,71855.0,1141,4931,59,548,31,422,0,81,28,5,5,11,4,0,3
36,1,0,1,1,51250.0,710,4858,28,342,32,230,34,32,40,10,5,4,5,1,9
53,3,1,1,1,60432.0,401,4336,61,365,3,15,4,3,11,7,2,5,5,0,6
62,4,1,1,1,65526.0,506,4274,22,397,19,69,12,0,9,4,4,8,1,0,2
38,2,0,0,0,68655.0,1538,5031,95,456,19,556,75,81,38,4,5,11,1,0,3
48,1,1,0,0,12393.0,57,5210,38,5,6,15,11,7,13,2,0,3,1,0,9
36,2,0,0,0,64509.0,1722,4718,19,836,81,556,24,25,77,6,3,9,1,1,4
51,2,0,1,1,33955.0,270,4696,92,100,2,128,23,7,10,5,1,5,4,0,8
49,2,1,1,2,31353.0,31,4584,24,10,0,10,3,1,7,1,1,2,2,0,8
42,2,1,1,1,55434.0,882,4817,21,238,81,215,120,69,76,5,3,13,3,0,4
43,2,1,1,1,28359.0,16,4647,35,6,0,5,2,1,2,1,0,2,1,0,7
39,2,0,1,1,57100.0,311,4444,9,158,11,99,15,11,17,3,2,7,2,0,3
61,2,1,1,1,69139.0,227,4555,23,86,12,75,33,15,6,4,1,5,1,0,4
70,3,1,1,1,52973.0,1152,5089,92,856,0,76,12,9,126,9,6,9,7,0,8
61,4,1,1,1,51717.0,122,4715,55,98,1,17,0,1,5,3,0,4,1,1,7
55,2,1,1,1,18793.0,77,4612,14,4,16,20,0,17,20,2,0,4,3,0,8
44,1,1,0,0,66664.0,1289,5044,78,398,81,447,120,81,32,5,7,6,1,0,3
67,2,0,1,2,50664.0,561,4931,64,313,8,104,6,4,126,8,1,6,9,0,9
63,2,1,1,2,54414.0,211,4924,49,109,18,16,24,26,18,3,1,5,4,0,4
74,4,1,1,1,54549.0,233,4520,8,216,2,6,0,0,9,5,1,4,2,0,7
55,4,0,1,1,47111.0,1092,5091,35,595,71,153,120,81,41,3,2,10,6,0,9
63,4,0,0,0,41003.0,601,4871,11,123,81,142,71,44,88,6,2,8,1,0,6
44,2,1,1,1,19444.0,54,4529,8,16,0,23,3,2,10,4,1,2,3,0,7
50,1,1,1,1,36301.0,78,4649,53,11,12,35,3,5,12,3,0,3,1,0,7
79,4,1,1,1,73059.0,1095,4704,36,410,81,420,0,81,71,9,3,13,1,0,4
57,4,1,1,1,42731.0,244,4653,64,159,2,51,6,2,24,4,1,5,3,0,5
67,4,1,1,2,52854.0,116,4499,43,105,0,10,0,1,0,2,1,4,2,0,5
48,2,1,1,1,22775.0,15,4777,40,5,1,8,0,0,1,1,0,2,1,0,8
78,4,1,1,2,46681.0,425,4725,52,269,15,69,15,19,38,4,6,4,2,0,5
71,4,1,1,1,59821.0,734,4609,11,629,0,70,0,0,35,11,2,7,6,0,8
72,2,0,1,1,50002.0,638,4779,21,443,5,71,21,16,82,8,2,7,2,0,7
81,2,1,0,0,69755.0,894,4906,23,217,77,373,111,23,93,3,6,12,1,0,1
57,2,1,1,2,44078.0,41,4412,17,24,1,10,2,0,4,2,0,3,2,0,5
50,3,1,1,1,30560.0,31,4769,6,9,1,5,4,5,7,1,0,3,1,0,7
57,3,1,1,2,35924.0,34,4500,56,8,0,14,2,3,7,1,0,3,1,0,5
62,4,0,1,2,64140.0,1750,4681,71,1225,0,61,0,15,126,2,5,6,5,3,5
45,2,1,1,2,56386.0,612,5012,51,230,48,214,13,32,75,9,1,7,8,0,9
47,0,1,1,1,24594.0,29,4662,94,1,3,6,10,0,9,1,0,3,1,0,5
45,1,1,1,1,75774.0,823,4546,27,340,21,134,120,14,56,7,5,8,1,0,4
66,3,0,0,0,39228.0,20,4669,1,7,1,6,0,3,3,0,0,3,1,0,4
52,3,1,1,1,58494.0,396,4601,56,298,7,68,4,0,19,6,2,6,2,0,6
45,2,0,0,0,58684.0,813,4415,71,479,35,179,28,7,85,5,3,12,1,1,2
59,2,0,0,0,57136.0,1179,4809,18,267,81,556,34,12,126,7,5,7,1,0,6
76,4,0,1,2,56551.0,138,4396,48,67,4,32,17,2,16,2,1,4,3,0,4
44,2,1,1,1,22448.0,55,4525,86,3,1,8,23,2,18,2,1,3,3,0,3
65,2,0,0,0,82014.0,1511,5080,48,980,37,265,35,81,31,3,6,12,1,0,6
63,2,0,1,2,34213.0,117,5122,2,50,4,28,6,3,26,3,1,2,3,0,9
49,2,1,0,0,118350.5,1730,4828,13,1,0,556,2,1,1,0,28,0,0,0,1
79,4,0,1,1,25358.0,32,4744,57,19,0,5,0,0,8,1,0,3,2,0,6
48,3,0,1,1,35544.0,67,4367,77,30,5,23,4,1,4,2,0,3,1,0,7
72,3,1,1,1,36634.0,335,4799,0,213,9,76,4,3,30,5,2,5,3,0,7
72,4,1,1,1,62670.0,825,4549,57,539,30,92,80,46,38,5,3,13,1,0,3
54,1,1,1,1,50334.0,694,4742,24,284,16,160,84,16,126,7,4,6,6,0,6
45,2,0,0,0,72066.0,1792,4408,55,1003,34,536,120,51,34,4,6,6,1,2,2
68,4,0,1,2,50729.0,496,4911,62,239,13,143,45,4,52,6,2,7,9,0,6
58,2,1,1,2,34916.0,231,4812,89,51,23,82,33,0,42,5,1,3,4,0,9
50,2,0,1,1,64892.0,902,4433,77,527,24,230,32,24,65,6,4,12,2,0,4
60,2,0,1,2,43602.0,68,4308,45,19,5,12,10,3,19,3,1,2,3,0,6
37,4,0,0,0,33996.0,71,4634,46,40,2,15,8,0,6,1,1,3,1,0,4
41,1,0,1,1,41473.0,76,4777,80,21,8,20,15,3,9,2,0,3,1,0,7
59,4,1,1,2,63246.0,772,4715,60,593,30,91,29,22,7,6,3,12,1,0,4
67,4,1,1,2,36732.0,47,4584,71,21,5,3,10,1,7,1,1,4,3,0,2
56,4,1,1,1,69084.0,1586,4624,43,1181,81,199,39,30,30,7,3,13,2,0,8
59,4,1,1,1,77766.0,1529,4894,97,1004,59,265,115,59,27,11,10,11,2,1,6
41,4,0,0,0,37929.0,265,4736,49,202,2,46,3,2,10,4,2,5,2,2,7
75,2,1,0,0,86610.0,1603,4818,66,446,81,556,33,81,53,5,6,6,1,0,2
40,3,1,0,0,80141.0,2091,4642,20,1184,81,556,52,40,40,7,4,10,1,1,6
71,1,1,0,0,72635.0,981,4882,54,390,22,323,104,35,107,6,8,6,1,1,3
56,2,1,1,1,69016.0,1533,4986,61,726,53,363,120,81,126,8,9,13,4,0,5
35,1,1,0,0,20193.0,82,4980,18,8,8,22,24,11,9,1,1,4,1,0,4
51,2,1,1,1,27573.0,244,4863,45,50,15,110,39,15,15,5,1,4,4,0,8
47,0,0,1,1,15862.0,36,4769,26,1,1,4,11,9,10,1,0,3,1,0,8
50,4,1,1,1,49544.0,404,4611,0,308,0,73,0,0,23,5,1,8,2,0,7
46,2,1,1,1,33228.0,71,4559,28,22,2,31,7,4,5,2,0,3,1,0,7
48,2,1,0,0,70440.0,1572,4725,49,690,81,499,76,81,88,5,10,7,1,1,3
55,2,1,1,2,38232.0,122,4565,84,43,5,28,7,6,33,3,1,3,4,0,5
71,4,1,1,2,22554.0,41,5242,38,27,0,10,0,0,4,2,0,4,4,0,5
43,4,1,1,1,23536.0,10,4486,53,6,0,3,0,0,1,0,0,3,1,0,3
74,2,1,1,1,49413.0,304,4649,88,205,7,41,3,2,46,4,2,5,2,0,5
57,2,1,1,2,42231.0,37,4498,99,24,0,8,0,1,4,1,0,3,1,0,5
46,3,0,0,0,78789.0,1754,5092,12,667,50,556,21,81,83,4,6,5,1,0,2
58,2,1,1,1,56534.0,815,4743,35,691,7,61,10,0,46,10,4,7,4,2,8
55,2,0,1,1,58350.0,1001,4856,5,493,26,206,116,80,80,8,3,12,4,0,6
37,2,0,0,0,81217.0,1157,4747,77,493,70,324,120,40,84,3,7,11,1,0,1
75,2,0,1,1,49090.0,688,4747,45,494,5,82,7,0,100,7,2,9,3,0,7
39,3,0,0,0,61787.0,1319,4789,71,621,73,414,78,48,85,8,4,6,1,0,5
41,4,1,1,1,18169.0,21,4897,40,9,0,5,0,0,7,1,0,2,1,0,8
45,1,0,1,1,24336.0,31,5073,82,1,6,2,8,2,12,1,0,2,1,0,7
36,2,1,0,0,18222.0,67,4947,70,12,4,19,12,6,14,2,0,3,1,0,8
74,2,0,1,1,62335.0,708,4804,87,243,81,217,85,6,26,3,3,13,2,0,2
55,1,1,1,2,42033.0,25,5050,95,11,1,4,2,0,7,1,0,2,1,0,7
43,4,1,0,0,86580.0,746,4889,72,532,21,127,26,20,20,4,2,5,0,1,1
69,4,0,1,2,41437.0,32,5047,5,29,0,2,0,0,1,1,0,3,1,0,7
75,3,0,1,2,73705.0,1695,4459,86,612,81,520,120,81,107,9,6,8,2,0,5
50,2,1,1,1,61064.0,1080,5069,80,387,81,342,0,45,126,8,4,11,5,0,6
71,3,1,1,2,38452.0,72,4493,62,56,0,14,0,0,2,3,0,3,3,0,7
37,2,0,1,1,18358.0,57,4623,49,6,8,19,16,4,4,3,0,4,3,0,7
53,4,1,1,1,55012.0,660,4502,85,582,0,65,0,0,13,8,2,9,6,0,5
53,0,1,1,1,9722.0,103,5272,7,6,17,16,6,16,42,3,1,3,4,0,8
42,4,1,1,1,38175.0,153,4681,6,70,6,69,2,3,3,3,1,4,3,0,7
70,3,1,1,1,58656.0,1220,5049,25,962,12,194,16,24,12,7,8,13,4,1,6
61,2,1,1,1,52117.0,279,5084,55,112,10,107,30,0,20,5,2,4,2,0,7
48,2,1,1,1,64813.0,745,4550,81,293,0,124,120,81,52,7,2,10,1,0,5
53,4,1,1,1,54222.0,264,4579,98,199,12,31,3,12,7,3,3,5,1,0,3
40,2,1,0,0,83512.0,2157,4414,31,1060,61,556,80,20,101,4,7,10,1,4,1
67,3,1,1,1,77520.0,1526,4707,30,940,44,396,0,81,58,8,7,7,1,3,4
48,2,1,1,1,41154.0,69,4700,98,44,2,11,2,3,7,1,0,4,1,0,5
60,2,1,0,0,80398.0,1597,5028,92,342,51,556,120,35,26,5,8,12,1,1,3
34,0,0,1,1,18746.0,64,4433,41,2,10,11,12,9,20,3,0,3,2,0,6
42,2,1,1,1,35196.0,497,4995,68,75,12,141,43,39,126,6,1,5,6,0,8
70,2,0,1,1,60230.0,1067,4807,78,520,20,367,39,81,40,6,3,6,2,0,5
49,2,1,1,2,22108.0,31,4365,46,5,3,9,6,2,6,2,0,3,2,0,7
52,2,1,1,2,44392.0,211,4818,71,87,5,71,7,12,29,4,1,4,5,0,7
50,4,1,1,1,55424.0,877,4983,6,462,61,184,10,53,107,7,5,9,4,1,6
47,2,1,1,1,17688.0,11,4934,82,2,2,1,3,1,2,1,0,2,1,0,8
43,4,1,0,0,92491.0,2034,4942,71,979,44,556,29,25,22,7,5,12,1,3,3
35,2,0,0,0,90273.0,1991,4599,32,704,81,556,120,74,111,5,6,7,1,3,2
64,4,0,0,0,82571.0,1686,4547,28,861,31,556,62,81,79,6,5,13,0,1,2
44,4,0,1,1,38513.0,324,4554,20,172,3,115,16,0,18,6,1,5,5,0,8
47,3,0,1,1,16653.0,69,4474,10,5,7,31,15,4,7,2,1,3,3,0,6
71,2,1,1,2,42586.0,252,5010,7,194,2,56,0,0,0,4,1,6,5,0,8
61,0,0,1,1,23529.0,54,4765,67,9,7,13,3,2,20,1,1,2,1,0,6
65,3,1,1,2,74881.0,964,4732,48,505,72,270,36,27,54,9,2,12,4,0,5
75,2,1,1,1,71107.0,1327,4899,61,533,10,217,120,81,126,7,6,13,2,0,4
62,4,1,1,2,46910.0,68,4500,36,48,0,14,0,0,6,2,0,3,2,0,6
67,2,1,0,0,18690.0,60,4950,77,6,1,7,23,4,19,1,1,2,1,0,8
71,2,0,1,2,37244.0,55,4830,90,18,2,10,0,0,25,1,1,2,1,1,7
60,2,1,0,0,82427.0,1456,4245,35,482,81,509,104,81,107,3,5,12,1,1,1
68,1,0,1,1,75342.0,563,4791,38,204,81,97,21,81,26,5,2,10,1,0,4
72,2,0,1,1,70044.0,1504,4898,46,1073,0,250,120,14,14,7,10,5,4,0,5
59,2,0,1,2,79146.0,564,4468,33,245,16,223,21,43,16,8,1,8,2,0,6
63,2,1,0,0,77437.0,1125,4617,70,560,21,442,29,44,29,4,5,13,1,1,1
67,2,1,1,1,54984.0,358,4438,51,173,13,131,32,3,6,6,1,6,4,1,7
55,4,1,1,1,42403.0,42,4631,18,22,1,11,0,5,3,1,0,3,1,0,8
62,2,1,1,1,55761.0,184,4468,97,136,1,12,0,3,32,4,1,3,2,1,6
43,2,1,1,1,37292.0,460,4839,32,275,0,86,10,23,66,6,3,5,5,0,8
81,4,0,0,0,45576.0,145,4434,9,56,19,29,2,14,25,3,1,3,1,0,8
79,2,1,0,0,70321.0,1376,4931,6,303,23,556,82,26,126,6,5,13,1,0,4
57,4,0,1,1,58086.0,792,4927,80,708,7,62,0,0,15,11,3,7,2,0,8
74,2,1,0,0,81795.0,1382,5013,74,324,81,556,27,81,88,4,11,7,1,0,2
79,0,1,0,0,28389.0,28,4988,49,1,5,3,7,4,8,1,0,2,1,0,7
80,3,1,0,0,66835.0,1033,4676,21,620,26,195,34,17,126,6,4,13,1,0,2
57,2,0,1,1,69901.0,882,4798,95,312,21,206,102,81,126,7,3,10,3,0,5
77,4,1,0,0,80360.0,2231,4885,56,1225,81,454,112,43,43,4,4,5,2,3,2
65,4,1,1,1,63342.0,1101,5023,48,918,21,118,13,10,21,8,3,5,3,1,6
52,2,1,1,1,44989.0,369,4969,26,98,0,106,49,10,106,5,1,5,5,0,6
46,1,0,1,1,31859.0,48,4524,3,3,4,7,15,8,11,1,0,3,1,0,7
77,4,0,1,1,51569.0,467,4611,39,380,0,47,6,0,34,7,1,7,4,1,8
55,2,0,1,2,30372.0,44,4953,33,15,0,12,7,3,7,2,0,3,3,0,7
47,0,0,1,2,16014.0,38,4871,42,3,9,4,7,8,7,1,1,4,4,0,3
58,2,1,1,2,41120.0,81,4785,80,24,2,23,0,8,24,2,1,3,3,0,6
55,3,0,1,1,39763.0,167,4849,9,80,1,60,4,6,16,5,1,2,2,0,9
71,4,1,1,2,38725.0,45,4304,52,31,0,6,2,1,5,1,0,4,2,0,4
54,2,1,1,1,77981.0,664,4801,78,138,81,204,16,81,60,7,4,7,3,0,5
62,1,1,1,1,62905.0,622,4665,68,166,75,96,119,81,59,7,2,8,3,0,4
47,1,0,1,1,13533.0,48,4671,45,12,3,8,8,0,17,2,0,3,2,0,7
51,2,1,1,1,59481.0,461,4651,47,178,3,85,71,66,58,3,3,8,2,0,2
49,2,1,1,1,72117.0,1073,4715,34,707,20,171,65,60,50,9,7,9,1,0,5
40,1,1,1,1,21955.0,55,4757,81,5,1,7,17,14,11,2,1,3,2,0,6
70,2,1,1,1,67131.0,976,4862,72,465,71,250,93,35,62,9,2,12,3,0,6
46,4,0,1,1,36802.0,20,4415,23,16,1,2,0,0,1,1,0,3,1,0,5
44,2,1,0,0,71853.0,1149,4730,29,358,81,413,120,81,32,2,8,6,1,0,1
65,0,1,0,0,28249.0,43,4416,80,1,9,7,2,14,10,2,0,3,1,0,6
51,3,1,1,1,47808.0,224,4654,30,123,1,26,2,0,72,3,2,3,2,1,7
52,4,0,1,1,25509.0,101,5051,15,40,3,30,10,7,11,3,0,3,3,0,9
80,4,1,0,0,51012.0,209,4839,86,102,9,63,2,9,24,4,1,4,1,0,6
41,2,0,0,0,70596.0,968,5182,68,347,44,534,17,0,26,3,5,12,1,0,2
74,4,1,0,0,85431.0,1165,4729,54,376,53,462,120,53,53,2,7,7,1,0,0
59,2,1,1,1,42664.0,24,4505,44,21,0,3,0,0,0,1,0,3,1,0,6
71,2,1,1,2,42586.0,252,5010,7,194,2,56,0,0,0,4,1,6,5,0,8
41,2,0,1,1,29760.0,165,5071,87,64,4,68,7,5,17,3,1,4,4,0,8
49,4,1,0,0,28973.0,269,5026,59,206,0,46,3,2,12,5,1,5,2,0,8
53,4,1,1,1,39435.0,102,4788,16,71,0,18,0,0,13,3,1,2,1,0,7
42,1,1,0,0,65370.0,461,4939,1,71,22,112,120,81,29,2,3,13,1,0,1
47,0,0,1,1,20194.0,47,4961,64,0,4,7,11,10,15,2,0,3,2,0,6
50,4,0,1,2,42473.0,144,4534,72,93,1,21,0,4,25,2,1,4,3,0,5
58,2,1,0,0,64590.0,1338,5025,98,920,81,168,36,46,30,9,4,10,1,0,6
67,2,1,1,1,71232.0,917,4615,91,653,17,170,34,26,17,11,2,10,2,0,7
55,2,1,1,2,34600.0,318,4946,8,199,33,60,8,3,15,5,2,5,5,0,8
59,2,0,1,2,46904.0,253,5242,20,153,4,56,0,9,31,5,1,4,4,0,8
53,2,1,1,1,49094.0,502,5048,6,376,0,38,11,8,69,6,3,6,5,0,6
43,2,1,1,1,36075.0,119,4692,54,46,0,30,12,1,30,2,0,4,1,0,6
47,1,1,1,2,60839.0,1250,5072,72,600,21,128,120,81,126,2,2,12,13,0,8
47,2,1,1,1,77298.0,969,4905,46,425,81,292,23,35,79,6,6,11,1,0,3
76,2,1,1,2,34026.0,76,4819,11,18,6,15,12,8,17,2,1,3,3,0,5
63,4,0,1,2,48918.0,62,4244,21,52,0,9,0,0,1,1,0,4,2,0,4
64,1,1,0,0,82122.0,1382,4720,89,734,22,350,120,25,100,3,9,13,1,1,1
50,2,0,1,1,37697.0,84,4399,82,34,6,21,11,4,8,2,1,3,1,0,6
74,2,1,1,2,34074.0,255,4753,69,135,1,41,10,1,67,3,3,3,5,1,6
